timestamp,latency_ms,jitter_ms,loss_pct,bandwidth_mbps,queue_drops,delta_tx_bytes,delta_rx_bytes,rssi_dbm,server_cpu_pct,server_ram_pct,congestion_state
3031,4.54,0.374,0.0,-1.0,0,0,0,-46,9.5,81.87,MEDIUM
3036,4.561,0.451,0.0,-1.0,0,0,0,-46,10.0,81.87,MEDIUM
3041,4.882,0.451,0.0,-1.0,0,0,0,-46,9.5,82.02,MEDIUM
3046,4.838,0.465,0.0,0.0,0,0,0,-46,13.599999999999994,82.13,MEDIUM
3051,4.406,0.487,0.0,-1.0,0,0,0,-46,5.0,82.28,MEDIUM
3056,4.89,0.59,0.0,-1.0,0,0,0,-46,9.5,82.33,MEDIUM
3061,4.863,0.675,0.0,-1.0,0,0,0,-46,19.0,82.65,MEDIUM
3066,5.177,0.143,0.0,-1.0,0,0,0,-46,9.5,82.7,MEDIUM
3071,5.301,1.102,0.0,0.0,0,0,0,-46,9.5,82.75,MEDIUM
3076,5.0,0.832,0.0,-1.0,0,0,0,-46,13.599999999999994,81.87,MEDIUM
3081,4.848,0.573,0.0,-1.0,0,0,0,-46,13.599999999999994,81.45,MEDIUM
3086,4.629,0.76,0.0,-1.0,0,0,0,-46,13.599999999999994,81.4,MEDIUM
3091,4.345,0.434,0.0,-1.0,0,0,0,-46,13.599999999999994,81.4,MEDIUM
3096,4.745,0.521,0.0,0.0,0,0,0,-46,9.5,81.4,MEDIUM
3101,4.22,0.768,0.0,-1.0,0,0,0,-46,9.5,81.4,MEDIUM
3106,4.476,0.432,0.0,-1.0,0,0,0,-46,10.0,81.4,MEDIUM
3111,4.617,0.195,0.0,-1.0,0,0,0,-46,9.099999999999994,81.5,MEDIUM
3116,5.488,0.057,0.0,-1.0,0,0,0,-46,10.0,81.55,MEDIUM
3121,5.159,1.132,0.0,0.0,0,0,0,-46,9.5,81.66,MEDIUM
3126,4.313,0.179,0.0,-1.0,0,0,0,-46,9.5,81.76,MEDIUM
3131,5.371,0.612,0.0,-1.0,0,0,0,-46,5.0,81.76,MEDIUM
3136,4.418,0.36,0.0,-1.0,0,0,0,-46,9.5,81.81,MEDIUM
3141,4.421,0.67,0.0,-1.0,0,0,0,-46,13.599999999999994,81.92,MEDIUM
3146,5.493,0.727,0.0,0.0,0,0,0,-46,9.5,81.92,MEDIUM
3151,4.648,0.286,0.0,-1.0,0,0,0,-46,13.599999999999994,81.92,MEDIUM
3156,3.949,0.428,0.0,-1.0,0,0,0,-46,14.299999999999997,81.92,MEDIUM
3161,4.44,0.531,0.0,-1.0,0,0,0,-46,9.5,81.87,MEDIUM
3166,4.961,0.15,0.0,-1.0,0,0,0,-46,5.299999999999997,82.02,MEDIUM
3171,5.598,0.875,0.0,0.0,0,0,0,-46,9.5,82.02,MEDIUM
3176,3.791,0.147,0.0,-1.0,0,0,0,-46,13.599999999999994,82.13,MEDIUM
3181,4.235,0.469,0.0,-1.0,0,0,0,-46,9.099999999999994,82.18,MEDIUM
3186,4.624,0.469,0.0,-1.0,0,0,0,-46,9.5,82.23,MEDIUM
3191,4.332,0.772,0.0,-1.0,0,0,0,-46,9.5,82.39,MEDIUM
3196,4.533,0.605,0.0,0.0,0,0,0,-46,9.5,82.39,MEDIUM
3201,4.413,0.274,0.0,-1.0,0,0,0,-46,10.0,82.44,MEDIUM
3206,4.633,1.028,0.0,-1.0,0,0,0,-46,9.5,82.44,MEDIUM
3211,4.188,0.798,0.0,-1.0,0,0,0,-46,10.0,82.65,MEDIUM
3216,3.968,0.666,0.0,-1.0,0,0,0,-46,9.5,82.65,MEDIUM
3221,3.826,0.726,0.0,0.0,0,0,0,-46,9.5,82.8,MEDIUM
3226,4.521,0.395,0.0,-1.0,0,0,0,-46,9.099999999999994,82.6,MEDIUM
3231,5.019,0.379,0.0,-1.0,0,0,0,-46,13.0,82.65,MEDIUM
3236,4.796,0.576,0.0,-1.0,0,0,0,-46,9.5,81.29,MEDIUM
3241,4.256,0.378,0.0,-1.0,0,0,0,-46,9.5,81.24,MEDIUM
3246,5.036,0.671,0.0,0.0,0,0,0,-46,13.599999999999994,81.29,MEDIUM
3251,4.822,0.566,0.0,-1.0,0,0,0,-46,10.0,81.29,MEDIUM
3256,4.666,0.228,0.0,-1.0,0,0,0,-46,10.0,81.4,MEDIUM
3261,4.325,0.137,0.0,-1.0,0,0,0,-46,9.5,81.45,MEDIUM
3266,4.206,1.362,0.0,-1.0,0,0,0,-46,9.5,81.5,MEDIUM
3271,4.537,0.086,0.0,0.0,0,0,0,-46,13.599999999999994,81.55,MEDIUM
3276,4.087,0.682,0.0,-1.0,0,0,0,-46,9.5,81.61,MEDIUM
3281,4.763,0.185,0.0,-1.0,0,0,0,-46,5.0,81.71,MEDIUM
3286,4.403,0.362,0.0,-1.0,0,0,0,-46,9.5,81.76,MEDIUM
3291,4.875,0.398,0.0,-1.0,0,0,0,-46,13.599999999999994,81.76,MEDIUM
3296,4.533,0.952,0.0,0.0,0,0,0,-46,13.599999999999994,81.87,MEDIUM
3301,5.742,0.77,0.0,-1.0,0,0,0,-46,13.599999999999994,81.97,MEDIUM
3306,3.918,0.163,0.0,-1.0,0,0,0,-46,14.299999999999997,82.07,MEDIUM
3311,4.484,0.792,0.0,-1.0,0,0,0,-46,13.599999999999994,82.13,MEDIUM
3316,4.764,0.225,0.0,-1.0,0,0,0,-46,13.599999999999994,82.13,MEDIUM
3321,4.405,0.149,0.0,0.0,0,0,0,-46,9.5,82.28,MEDIUM
3326,6.824,2.603,0.0,-1.0,0,0,0,-46,13.599999999999994,82.39,MEDIUM
3331,4.648,0.222,0.0,-1.0,0,0,0,-46,5.299999999999997,82.39,MEDIUM
3336,4.774,0.913,0.0,-1.0,0,0,0,-46,9.5,82.6,MEDIUM
3341,5.339,0.664,0.0,-1.0,0,0,0,-46,24.0,82.8,MEDIUM
3346,5.012,0.806,0.0,0.0,0,0,0,-46,13.599999999999994,82.8,MEDIUM
3351,4.408,0.458,0.0,-1.0,0,0,0,-46,9.5,82.86,MEDIUM
3356,4.127,0.207,0.0,-1.0,0,0,0,-46,9.5,82.91,MEDIUM
3361,4.126,0.089,0.0,-1.0,0,0,0,-46,5.0,82.33,MEDIUM
3366,4.778,0.061,0.0,-1.0,0,0,0,-46,9.5,82.49,MEDIUM
3371,4.394,0.571,0.0,0.0,0,0,0,-46,9.5,82.7,MEDIUM
3376,3.808,0.793,0.0,-1.0,0,0,0,-46,100.0,83.27,HIGH
3381,5.354,0.673,0.0,-1.0,0,0,0,-46,23.299999999999997,84.58,MEDIUM
3386,6.036,0.711,0.0,-1.0,0,0,0,-46,17.400000000000006,84.68,MEDIUM
3391,4.4,0.327,0.0,-1.0,0,0,0,-46,13.599999999999994,83.53,MEDIUM
3396,6.342,1.093,0.0,0.0,0,0,0,-46,13.599999999999994,83.48,MEDIUM
3401,4.576,0.108,0.0,-1.0,0,0,0,-46,10.0,83.48,MEDIUM
3406,4.254,0.249,0.0,-1.0,0,0,0,-46,10.0,83.48,MEDIUM
3411,4.654,0.563,0.0,-1.0,0,0,0,-46,9.5,83.48,MEDIUM
3416,4.873,0.981,0.0,-1.0,0,0,0,-46,13.599999999999994,83.48,MEDIUM
3421,4.423,0.42,0.0,0.0,0,0,0,-46,5.0,83.48,MEDIUM
3426,4.446,0.68,0.0,-1.0,0,0,0,-46,9.5,83.48,MEDIUM
3431,4.505,0.259,0.0,-1.0,0,0,0,-46,5.0,83.48,MEDIUM
3436,4.626,0.276,0.0,-1.0,0,0,0,-46,13.599999999999994,83.53,MEDIUM
3441,4.389,0.058,0.0,-1.0,0,0,0,-46,9.5,83.64,MEDIUM
3446,4.101,1.266,0.0,0.0,0,0,0,-46,9.5,83.69,MEDIUM
3451,4.888,0.53,0.0,-1.0,0,0,0,-46,10.0,83.85,MEDIUM
3456,4.241,0.186,0.0,-1.0,0,0,0,-46,9.5,84.05,MEDIUM
3461,4.547,0.329,0.0,-1.0,0,0,0,-46,9.5,84.21,MEDIUM
3466,4.629,0.38,0.0,-1.0,0,0,0,-46,9.5,84.21,MEDIUM
3471,4.454,0.302,0.0,0.0,0,0,0,-46,13.599999999999994,84.21,MEDIUM
3476,5.396,0.889,0.0,-1.0,0,0,0,-46,9.5,84.21,MEDIUM
3481,4.773,0.484,0.0,-1.0,0,0,0,-46,9.5,84.37,MEDIUM
3486,4.608,0.382,0.0,-1.0,0,0,0,-46,9.5,84.37,MEDIUM
3491,4.517,0.358,0.0,-1.0,0,0,0,-46,10.0,84.42,MEDIUM
3496,4.89,0.374,0.0,0.0,0,0,0,-46,13.599999999999994,84.52,MEDIUM
3501,4.508,0.393,0.0,-1.0,0,0,0,-46,5.0,84.63,MEDIUM
3506,4.178,0.391,0.0,-1.0,0,0,0,-46,9.5,84.68,MEDIUM
3511,4.612,0.066,0.0,-1.0,0,0,0,-46,5.0,84.73,MEDIUM
3516,4.474,1.063,0.0,-1.0,0,0,0,-46,9.5,84.47,MEDIUM
3521,4.098,0.16,0.0,0.0,0,0,0,-46,19.0,84.68,MEDIUM
3526,4.271,0.552,0.0,-1.0,0,0,0,-46,10.0,84.89,MEDIUM
3531,5.265,0.644,0.0,-1.0,0,0,0,-46,9.5,84.89,MEDIUM
3536,5.329,1.059,0.0,-1.0,0,0,0,-46,9.5,84.94,MEDIUM
3541,4.344,0.421,0.0,-1.0,0,0,0,-46,9.5,84.99,MEDIUM
3546,4.769,0.635,0.0,0.0,0,0,0,-46,16.700000000000003,85.2,MEDIUM
3551,5.128,1.119,0.0,-1.0,0,0,0,-46,10.0,82.8,MEDIUM
3556,5.495,0.79,0.0,-1.0,0,0,0,-46,14.299999999999997,82.75,MEDIUM
3561,5.187,1.104,0.0,-1.0,0,0,0,-46,9.5,82.91,MEDIUM
3566,6.395,0.542,0.0,-1.0,0,0,0,-46,13.599999999999994,82.91,MEDIUM
3571,5.091,0.592,0.0,0.0,0,0,0,-46,18.200000000000003,82.96,MEDIUM
3576,4.572,0.115,0.0,-1.0,0,0,0,-46,10.0,82.96,MEDIUM
3581,5.523,1.164,0.0,-1.0,0,0,0,-46,9.5,83.01,MEDIUM
3586,4.375,0.453,0.0,-1.0,0,0,0,-46,14.299999999999997,83.06,MEDIUM
3591,5.033,0.595,0.0,-1.0,0,0,0,-46,9.5,83.27,MEDIUM
3596,5.303,0.875,0.0,0.0,0,0,0,-46,9.5,83.27,MEDIUM
